experience_years,test_score,interview_score,communication,performance_score,hire_decision,degree,city,application_source,hobby,preferred_language
8.28,91,2,8,76,Hire,MBA,Kolkata,Indeed,Sports,French
7.19,94,10,3,76,Hire,M.Tech,Bangalore,Website,Photography,Hindi
8.96,20,5,4,31,Reject,B.Sc,Mumbai,Indeed,Sports,French
6.5,45,5,5,49,Reject,BCA,Kolkata,Referral,Sports,Spanish
8.41,41,7,3,42,Reject,B.Sc,Pune,Referral,Music,German
11.17,88,3,8,65,Hold,B.Sc,Delhi,Website,Travel,French
10.35,60,5,9,55,Hold,B.Tech,Chennai,Referral,Travel,Hindi
2.01,21,5,7,32,Reject,B.Sc,Chennai,LinkedIn,Travel,French
3.16,26,9,5,54,Hold,BCA,Chennai,Referral,Gaming,English
0.86,34,10,1,45,Reject,MBA,Mumbai,Indeed,Sports,Spanish
11.74,40,4,4,35,Reject,B.Sc,Delhi,Referral,Gaming,Spanish
2.84,53,7,7,41,Reject,B.Tech,Delhi,Referral,Sports,Spanish
7.93,93,6,1,64,Hold,BCA,Bangalore,Referral,Reading,French
1.08,86,2,6,62,Hold,B.Sc,Bangalore,Website,Photography,German
2.53,45,8,2,44,Reject,M.Tech,Kolkata,Campus,Reading,French
6.03,67,4,3,55,Hold,BCA,Kolkata,Indeed,Gaming,English
1.26,21,9,9,45,Reject,M.Tech,Kolkata,Campus,Sports,English
4.67,41,2,10,45,Reject,B.Tech,Delhi,Website,Photography,Hindi
6.46,81,4,3,60,Hold,B.Sc,Chennai,Referral,Photography,Spanish
4.07,81,2,3,47,Reject,B.Sc,Chennai,Website,Reading,French
6.67,39,3,7,45,Reject,B.Tech,Pune,Campus,Reading,Hindi
6.44,29,7,6,34,Reject,BCA,Pune,Campus,Music,Hindi
4.69,39,3,8,49,Reject,B.Sc,Pune,Campus,Reading,French
8.36,63,10,3,58,Hold,MCA,Bangalore,Website,Reading,English
8.14,32,2,3,23,Reject,MBA,Hyderabad,Campus,Sports,English
8.25,98,2,6,67,Hold,MCA,Hyderabad,Indeed,Gaming,English
6.74,98,8,5,73,Hire,MBA,Mumbai,Referral,Gaming,English
4.3,57,7,3,47,Reject,B.Tech,Mumbai,Indeed,Sports,Hindi
7.36,94,1,8,75,Hire,MBA,Delhi,Website,Music,German
11.23,27,4,4,30,Reject,B.Sc,Kolkata,Campus,Sports,German
7.16,26,2,7,39,Reject,B.Sc,Delhi,Website,Travel,German
11.76,83,6,1,56,Hold,B.Tech,Bangalore,Indeed,Photography,German
5.29,20,5,5,34,Reject,MCA,Hyderabad,Indeed,Reading,English
8.88,35,10,7,63,Hold,MCA,Mumbai,Website,Reading,French
0.45,91,9,2,63,Hold,B.Tech,Delhi,Campus,Music,Hindi
9.18,50,2,7,44,Reject,MBA,Pune,Website,Travel,Spanish
6.22,72,9,3,69,Hold,M.Tech,Delhi,Website,Gaming,Spanish
0.06,67,6,9,63,Hold,MBA,Bangalore,Website,Reading,German
3.33,73,6,3,64,Hold,B.Sc,Chennai,LinkedIn,Sports,German
6.42,68,10,9,75,Hire,BCA,Hyderabad,LinkedIn,Photography,French
9.22,82,9,5,74,Hire,B.Tech,Chennai,Indeed,Travel,Spanish
0.64,31,8,5,48,Reject,B.Sc,Delhi,Indeed,Sports,English
6.59,30,2,10,48,Reject,M.Tech,Delhi,Campus,Travel,Spanish
9.61,73,8,1,59,Hold,B.Tech,Chennai,LinkedIn,Travel,German
7.79,70,8,9,69,Hold,MCA,Delhi,LinkedIn,Travel,French
11.18,90,6,2,65,Hold,MCA,Mumbai,Indeed,Sports,English
0.9,72,3,9,64,Hold,B.Tech,Kolkata,Website,Photography,Spanish
3.32,83,1,3,43,Reject,MCA,Bangalore,Referral,Sports,English
11.03,69,5,5,62,Hold,B.Tech,Bangalore,Referral,Sports,French
9.18,37,2,10,51,Hold,B.Sc,Bangalore,LinkedIn,Music,Hindi
7.2,64,8,5,55,Hold,MBA,Delhi,Referral,Music,Hindi
10.0,48,5,1,48,Reject,BCA,Delhi,Referral,Music,Hindi
10.75,69,3,5,50,Hold,M.Tech,Mumbai,LinkedIn,Gaming,Hindi
11.67,62,3,6,61,Hold,MBA,Bangalore,Website,Travel,French
11.98,57,6,7,69,Hold,MCA,Kolkata,Referral,Sports,German
1.68,42,3,1,29,Reject,BCA,Hyderabad,Indeed,Gaming,Hindi
0.85,39,3,9,39,Reject,MBA,Chennai,Website,Photography,English
0.88,24,8,6,43,Reject,B.Tech,Chennai,Website,Music,Hindi
0.18,59,8,2,53,Hold,M.Tech,Bangalore,LinkedIn,Music,French
11.66,43,3,8,53,Hold,B.Tech,Chennai,LinkedIn,Sports,English
1.14,46,1,4,23,Reject,B.Sc,Bangalore,Referral,Gaming,French
10.1,30,8,2,29,Reject,B.Tech,Kolkata,LinkedIn,Sports,Spanish
8.22,39,6,1,49,Reject,MBA,Bangalore,Indeed,Music,Hindi
5.85,62,4,10,54,Hold,BCA,Pune,LinkedIn,Reading,French
4.16,83,4,3,47,Reject,M.Tech,Hyderabad,LinkedIn,Travel,French
4.24,53,7,7,47,Reject,MBA,Bangalore,LinkedIn,Sports,Hindi
3.05,83,1,3,46,Reject,B.Tech,Chennai,Campus,Reading,French
10.93,76,6,5,58,Hold,M.Tech,Chennai,Indeed,Sports,French
8.71,45,4,3,31,Reject,B.Sc,Chennai,LinkedIn,Music,German
0.31,73,1,10,57,Hold,MCA,Kolkata,Indeed,Photography,French
5.54,54,9,8,60,Hold,B.Sc,Delhi,Campus,Gaming,French
3.38,79,7,10,74,Hire,M.Tech,Hyderabad,Indeed,Gaming,English
0.35,64,1,2,27,Reject,B.Sc,Kolkata,Indeed,Travel,Hindi
10.62,41,7,9,62,Hold,BCA,Bangalore,Campus,Gaming,English
9.25,78,6,3,65,Hold,B.Tech,Pune,Referral,Sports,German
3.96,79,2,6,57,Hold,MBA,Kolkata,LinkedIn,Sports,Spanish
9.56,27,10,2,42,Reject,MBA,Hyderabad,Referral,Sports,German
3.9,90,2,7,58,Hold,B.Sc,Mumbai,Referral,Photography,German
3.69,90,6,1,62,Hold,B.Sc,Hyderabad,Campus,Reading,English
11.14,69,6,3,55,Hold,BCA,Bangalore,LinkedIn,Music,German
11.72,32,3,2,20,Reject,B.Sc,Pune,LinkedIn,Reading,Hindi
6.28,23,10,7,46,Reject,M.Tech,Delhi,Campus,Gaming,Spanish
11.42,22,9,5,51,Hold,MCA,Mumbai,Indeed,Photography,Hindi
10.66,61,5,6,47,Reject,BCA,Pune,Indeed,Photography,German
6.22,62,5,6,51,Hold,B.Tech,Bangalore,Website,Sports,French
4.47,38,4,7,42,Reject,MCA,Delhi,Referral,Gaming,English
8.52,55,1,3,46,Reject,B.Sc,Pune,Indeed,Photography,French
5.47,83,9,2,63,Hold,B.Tech,Hyderabad,Campus,Music,Hindi
7.26,79,4,8,57,Hold,B.Sc,Kolkata,Website,Sports,Hindi
11.88,52,1,7,39,Reject,MCA,Hyderabad,Campus,Travel,German
9.29,77,3,8,64,Hold,B.Sc,Kolkata,Referral,Photography,English
4.01,47,10,7,62,Hold,BCA,Bangalore,LinkedIn,Music,English
1.07,96,1,5,56,Hold,MCA,Pune,Referral,Travel,Hindi
2.22,27,6,10,45,Reject,BCA,Chennai,Indeed,Photography,English
6.32,25,6,5,49,Reject,B.Sc,Bangalore,Campus,Photography,English
5.01,62,8,5,56,Hold,B.Tech,Kolkata,LinkedIn,Travel,French
9.61,84,1,5,66,Hold,B.Tech,Delhi,LinkedIn,Music,German
11.2,97,8,4,77,Hire,B.Sc,Kolkata,LinkedIn,Sports,German
2.13,93,5,2,52,Hold,MBA,Delhi,Referral,Sports,French
10.32,65,1,8,61,Hold,B.Sc,Pune,Website,Photography,Hindi
11.49,23,6,1,25,Reject,B.Sc,Chennai,Campus,Photography,Hindi
11.51,89,8,2,67,Hold,BCA,Bangalore,Indeed,Music,English
0.45,96,6,9,70,Hire,MBA,Kolkata,Indeed,Gaming,German
0.69,46,7,3,41,Reject,MBA,Bangalore,Indeed,Photography,Hindi
0.07,73,10,7,57,Hold,MCA,Hyderabad,Referral,Travel,English
3.75,97,8,7,77,Hire,M.Tech,Kolkata,Website,Travel,French
0.67,27,2,3,20,Reject,MCA,Bangalore,Website,Gaming,English
3.53,50,2,6,43,Reject,M.Tech,Bangalore,Indeed,Music,Hindi
4.27,84,7,3,62,Hold,B.Tech,Delhi,Indeed,Music,Hindi
11.44,90,3,10,86,Hire,MBA,Chennai,Indeed,Reading,English
5.72,91,1,3,59,Hold,B.Tech,Delhi,Indeed,Gaming,Spanish
3.34,42,4,3,28,Reject,B.Tech,Chennai,Campus,Gaming,French
6.04,67,1,3,45,Reject,MBA,Mumbai,Website,Music,German
7.72,84,5,1,54,Hold,B.Tech,Bangalore,Indeed,Music,Hindi
1.33,94,9,5,70,Hire,MCA,Pune,Campus,Reading,French
9.1,55,5,6,58,Hold,BCA,Mumbai,Indeed,Sports,French
10.22,29,3,1,42,Reject,MBA,Delhi,Referral,Sports,Hindi
10.13,57,8,9,68,Hold,MBA,Pune,Campus,Sports,German
10.69,29,4,10,55,Hold,MCA,Mumbai,Referral,Travel,English
4.58,67,8,7,60,Hold,B.Sc,Delhi,Referral,Gaming,French
5.33,49,8,10,52,Hold,MCA,Kolkata,Campus,Sports,German
1.22,44,9,8,64,Hold,B.Sc,Kolkata,Website,Sports,French
2.71,82,7,7,73,Hire,M.Tech,Kolkata,Indeed,Reading,Spanish
11.66,29,8,5,45,Reject,BCA,Chennai,Website,Music,Hindi
3.42,89,6,6,65,Hold,B.Tech,Bangalore,Website,Travel,Spanish
10.89,74,3,2,53,Hold,M.Tech,Kolkata,LinkedIn,Photography,English
10.69,68,6,6,50,Hold,M.Tech,Mumbai,Referral,Travel,Spanish
11.07,74,3,1,45,Reject,MCA,Kolkata,Referral,Reading,German
1.87,57,3,3,34,Reject,MCA,Delhi,Referral,Sports,Hindi
10.56,21,5,1,34,Reject,MCA,Mumbai,Campus,Music,English
7.58,68,4,5,64,Hold,BCA,Pune,Campus,Gaming,Spanish
2.53,30,4,7,38,Reject,B.Tech,Chennai,Referral,Photography,Spanish
4.14,46,7,3,37,Reject,B.Tech,Bangalore,LinkedIn,Gaming,Hindi
1.92,43,4,6,38,Reject,BCA,Mumbai,Indeed,Photography,German
5.33,87,8,4,66,Hold,MCA,Mumbai,Indeed,Sports,French
1.01,88,7,8,83,Hire,M.Tech,Bangalore,Website,Photography,French
1.98,64,6,2,50,Hold,M.Tech,Delhi,Indeed,Music,German
2.37,93,8,1,65,Hold,MBA,Pune,Referral,Photography,Hindi
8.29,63,9,7,69,Hold,M.Tech,Chennai,Referral,Gaming,German
6.89,77,5,2,55,Hold,MBA,Mumbai,Website,Photography,English
10.48,61,8,6,63,Hold,B.Sc,Delhi,Website,Photography,French
2.94,23,4,9,28,Reject,MBA,Chennai,LinkedIn,Travel,German
7.56,92,3,10,73,Hire,MBA,Mumbai,Indeed,Reading,Hindi
0.41,21,9,7,40,Reject,MCA,Delhi,Campus,Music,German
6.19,70,8,10,80,Hire,BCA,Chennai,Referral,Sports,French
10.36,84,9,5,73,Hire,MCA,Hyderabad,Indeed,Travel,English
11.81,48,1,9,47,Reject,B.Sc,Kolkata,Campus,Travel,Hindi
0.12,39,10,1,40,Reject,MCA,Chennai,LinkedIn,Music,Hindi
3.03,54,1,1,23,Reject,M.Tech,Hyderabad,Website,Travel,French
2.69,46,10,8,72,Hire,MCA,Kolkata,Campus,Travel,Spanish
0.57,92,1,3,46,Reject,B.Tech,Kolkata,Referral,Gaming,French
0.12,45,4,4,35,Reject,B.Sc,Bangalore,Campus,Reading,French
5.88,43,7,9,57,Hold,M.Tech,Mumbai,Campus,Sports,French
0.55,81,10,9,70,Hire,M.Tech,Chennai,Indeed,Photography,English
3.34,23,3,6,22,Reject,MBA,Bangalore,Referral,Travel,Hindi
7.68,73,4,6,66,Hold,BCA,Bangalore,Indeed,Photography,German
3.54,41,3,3,41,Reject,M.Tech,Chennai,Campus,Photography,English
3.24,49,9,5,40,Reject,B.Tech,Hyderabad,LinkedIn,Travel,French
7.09,36,8,8,39,Reject,M.Tech,Hyderabad,LinkedIn,Photography,German
4.57,42,4,7,44,Reject,MBA,Chennai,Indeed,Photography,German
8.43,36,9,3,51,Hold,BCA,Chennai,Website,Music,English
5.95,79,6,5,63,Hold,B.Tech,Hyderabad,Referral,Photography,French
7.6,52,8,1,50,Hold,B.Tech,Bangalore,Referral,Reading,Spanish
4.24,62,9,9,73,Hire,B.Sc,Kolkata,Website,Travel,Hindi
3.44,49,3,9,46,Reject,BCA,Hyderabad,Website,Reading,German
1.6,36,8,4,35,Reject,M.Tech,Hyderabad,Website,Travel,Hindi
11.24,63,9,1,73,Hire,B.Tech,Hyderabad,Website,Reading,French
9.66,35,2,6,36,Reject,M.Tech,Pune,Indeed,Reading,English
11.26,37,3,7,41,Reject,B.Tech,Pune,LinkedIn,Music,French
2.22,88,2,3,58,Hold,B.Tech,Kolkata,Website,Sports,Spanish
11.2,24,8,2,50,Hold,MBA,Delhi,Website,Travel,German
11.23,40,8,10,66,Hold,MBA,Hyderabad,Indeed,Photography,Spanish
3.4,96,10,4,78,Hire,MBA,Delhi,Indeed,Reading,Spanish
3.3,50,4,3,52,Hold,MCA,Pune,LinkedIn,Gaming,Spanish
6.62,86,2,4,63,Hold,MCA,Delhi,LinkedIn,Gaming,English
2.22,91,10,5,76,Hire,BCA,Bangalore,Website,Gaming,German
5.31,22,3,4,25,Reject,MCA,Chennai,Campus,Photography,French
2.22,42,4,4,30,Reject,B.Sc,Chennai,Website,Reading,Hindi
11.37,45,10,8,59,Hold,MBA,Kolkata,Referral,Gaming,English
5.93,74,6,5,59,Hold,B.Tech,Delhi,Indeed,Travel,Hindi
11.57,48,9,4,49,Reject,BCA,Hyderabad,Campus,Music,German
7.74,49,10,1,46,Reject,M.Tech,Hyderabad,Campus,Sports,English
5.81,38,4,5,52,Hold,B.Tech,Kolkata,Referral,Sports,English
11.61,55,3,6,48,Reject,M.Tech,Delhi,Campus,Photography,Spanish
1.72,80,6,9,68,Hold,B.Sc,Mumbai,Indeed,Photography,German
7.59,97,10,10,95,Hire,M.Tech,Kolkata,Website,Photography,German
7.94,45,10,2,56,Hold,B.Sc,Hyderabad,LinkedIn,Travel,French
5.21,88,7,8,75,Hire,M.Tech,Bangalore,Website,Reading,German
0.71,71,10,6,57,Hold,MCA,Bangalore,Campus,Travel,Spanish
5.91,61,10,9,71,Hire,B.Tech,Kolkata,Campus,Sports,French
5.58,45,7,6,58,Hold,MCA,Delhi,Website,Reading,English
9.68,74,6,4,65,Hold,BCA,Chennai,Website,Travel,French
3.08,99,8,9,88,Hire,BCA,Mumbai,Website,Music,Spanish
4.7,67,6,8,71,Hire,M.Tech,Delhi,LinkedIn,Gaming,Spanish
2.88,30,6,4,35,Reject,MBA,Delhi,Website,Reading,Hindi
8.24,82,3,6,54,Hold,BCA,Pune,LinkedIn,Music,German
11.88,80,7,2,53,Hold,M.Tech,Kolkata,Indeed,Music,Hindi
2.13,83,10,6,70,Hire,BCA,Bangalore,Campus,Gaming,French
9.86,90,7,8,71,Hire,B.Sc,Delhi,Referral,Reading,French
2.77,25,6,3,33,Reject,B.Tech,Delhi,Referral,Music,French
0.7,68,3,1,53,Hold,MBA,Bangalore,Campus,Photography,English
1.67,92,4,4,66,Hold,BCA,Bangalore,Referral,Sports,English
11.22,98,3,6,73,Hire,MBA,Delhi,Campus,Travel,Hindi
10.66,75,5,5,64,Hold,BCA,Chennai,Indeed,Photography,English
3.47,61,10,9,69,Hold,MBA,Bangalore,Indeed,Sports,French
11.37,49,1,7,44,Reject,B.Tech,Kolkata,Campus,Travel,French
10.2,57,9,7,61,Hold,MCA,Hyderabad,Indeed,Travel,Hindi
5.22,20,8,8,43,Reject,BCA,Hyderabad,Referral,Reading,Hindi
5.62,20,8,4,38,Reject,MCA,Pune,Referral,Sports,French
7.56,95,3,10,88,Hire,B.Tech,Mumbai,Campus,Music,Hindi
1.9,35,9,7,54,Hold,MBA,Bangalore,Referral,Reading,English
0.18,70,7,6,57,Hold,B.Tech,Pune,LinkedIn,Sports,German
3.19,25,5,10,52,Hold,B.Sc,Kolkata,Campus,Photography,Hindi
0.19,84,6,3,60,Hold,B.Sc,Hyderabad,Referral,Reading,English
8.09,23,10,2,52,Hold,MBA,Mumbai,Indeed,Photography,German
6.62,96,4,8,65,Hold,BCA,Hyderabad,LinkedIn,Music,Spanish
3.86,69,4,8,63,Hold,B.Sc,Chennai,Campus,Gaming,Hindi
9.36,98,10,4,88,Hire,B.Tech,Bangalore,Campus,Travel,English
1.75,83,5,5,56,Hold,BCA,Chennai,Indeed,Sports,German
2.94,39,7,4,41,Reject,B.Tech,Hyderabad,Referral,Sports,French
3.51,93,2,4,69,Hold,M.Tech,Delhi,Indeed,Gaming,German
2.35,77,4,10,56,Hold,B.Sc,Hyderabad,Campus,Sports,Hindi
1.06,67,1,7,44,Reject,B.Sc,Pune,Campus,Travel,Hindi
10.44,87,1,2,41,Reject,B.Sc,Kolkata,Indeed,Music,French
1.06,85,8,6,68,Hold,BCA,Bangalore,Referral,Photography,Hindi
8.2,30,3,3,31,Reject,MBA,Delhi,Referral,Music,Spanish
1.44,20,6,9,40,Reject,B.Sc,Delhi,Indeed,Gaming,French
0.13,27,3,7,24,Reject,M.Tech,Hyderabad,LinkedIn,Reading,German
6.69,76,10,10,80,Hire,B.Tech,Hyderabad,Website,Travel,French
10.89,31,3,4,36,Reject,MBA,Hyderabad,Referral,Gaming,English
10.33,70,2,3,49,Reject,B.Sc,Kolkata,Website,Sports,English
4.06,35,4,3,34,Reject,M.Tech,Chennai,Referral,Gaming,French
0.33,51,10,8,60,Hold,BCA,Chennai,Indeed,Sports,French
9.61,81,3,4,54,Hold,B.Sc,Mumbai,Indeed,Sports,Hindi
9.67,75,8,2,59,Hold,MCA,Chennai,Referral,Travel,German
10.42,32,10,2,37,Reject,BCA,Bangalore,Campus,Sports,German
8.04,81,9,1,64,Hold,MBA,Pune,Campus,Travel,German
9.69,67,4,1,52,Hold,B.Tech,Pune,Campus,Sports,German
10.77,91,10,1,70,Hire,MBA,Mumbai,LinkedIn,Gaming,Hindi
5.45,55,10,4,58,Hold,M.Tech,Mumbai,Website,Music,English
6.69,56,3,7,49,Reject,MCA,Pune,Referral,Gaming,Hindi
6.07,84,10,6,75,Hire,BCA,Hyderabad,Campus,Photography,French
8.3,43,3,3,29,Reject,B.Sc,Bangalore,Indeed,Photography,Spanish
8.19,20,6,5,44,Reject,B.Tech,Mumbai,Indeed,Music,French
6.24,85,4,7,52,Hold,M.Tech,Bangalore,Website,Reading,Hindi
9.94,94,6,8,72,Hire,MBA,Pune,LinkedIn,Music,Hindi
6.07,97,4,9,81,Hire,M.Tech,Bangalore,Campus,Gaming,French
9.9,68,3,9,68,Hold,B.Tech,Kolkata,Indeed,Travel,German
3.38,24,10,3,39,Reject,BCA,Kolkata,Referral,Reading,French
2.14,76,10,9,88,Hire,M.Tech,Hyderabad,Referral,Reading,French
11.64,23,9,4,40,Reject,MCA,Chennai,Campus,Gaming,Hindi
8.9,93,1,5,63,Hold,MBA,Kolkata,Website,Travel,Spanish
3.12,92,4,9,67,Hold,B.Sc,Chennai,Referral,Reading,English
6.97,91,8,1,61,Hold,B.Sc,Pune,LinkedIn,Gaming,Hindi
11.46,33,1,5,38,Reject,MBA,Hyderabad,Website,Music,Hindi
0.97,95,8,2,70,Hire,BCA,Delhi,Campus,Photography,German
1.0,82,8,8,69,Hold,MBA,Pune,Campus,Music,English
7.43,62,4,3,42,Reject,BCA,Bangalore,Website,Music,German
2.69,100,10,8,92,Hire,MBA,Kolkata,LinkedIn,Music,Hindi
9.18,51,10,6,59,Hold,M.Tech,Chennai,Website,Music,French
6.82,66,9,7,60,Hold,MBA,Hyderabad,Campus,Gaming,Spanish
7.99,90,10,10,84,Hire,MBA,Hyderabad,LinkedIn,Photography,Hindi
1.29,49,9,7,57,Hold,B.Tech,Chennai,Campus,Music,German
1.01,37,8,5,44,Reject,MCA,Mumbai,Campus,Sports,Hindi
7.5,67,10,4,77,Hire,M.Tech,Mumbai,Website,Music,German
4.92,57,10,4,62,Hold,MBA,Kolkata,Indeed,Sports,French
1.05,32,10,4,40,Reject,MCA,Delhi,Campus,Gaming,English
4.45,81,9,10,78,Hire,M.Tech,Kolkata,Campus,Sports,German
8.07,80,8,3,45,Reject,M.Tech,Delhi,Website,Photography,German
2.28,52,1,6,45,Reject,B.Tech,Mumbai,Referral,Reading,Hindi
10.75,77,8,3,61,Hold,BCA,Bangalore,Website,Music,English
11.4,52,1,10,50,Hold,M.Tech,Kolkata,Campus,Photography,French
11.54,42,6,4,32,Reject,MCA,Chennai,Referral,Sports,German
8.76,29,7,9,59,Hold,B.Tech,Pune,Website,Reading,Spanish
4.88,63,4,1,44,Reject,B.Tech,Delhi,Referral,Sports,German
8.92,89,4,9,76,Hire,M.Tech,Mumbai,Referral,Travel,Hindi
3.46,58,3,10,59,Hold,MCA,Bangalore,Referral,Reading,English
3.77,24,4,6,37,Reject,MCA,Kolkata,Campus,Music,English
7.27,57,10,9,76,Hire,B.Sc,Delhi,Indeed,Sports,Hindi
7.14,93,2,10,74,Hire,B.Sc,Kolkata,LinkedIn,Photography,German
10.54,25,6,3,46,Reject,B.Sc,Hyderabad,Indeed,Photography,French
3.06,53,6,1,46,Reject,M.Tech,Mumbai,Campus,Gaming,Spanish
9.19,94,6,3,59,Hold,MBA,Delhi,Website,Gaming,Spanish
11.29,37,3,5,51,Hold,B.Sc,Chennai,Website,Music,French
0.01,28,1,9,34,Reject,B.Sc,Pune,Indeed,Photography,Hindi
5.71,35,5,10,43,Reject,MCA,Hyderabad,Indeed,Photography,Hindi
7.88,49,3,8,48,Reject,B.Sc,Pune,Website,Music,French
10.12,72,10,8,85,Hire,B.Tech,Kolkata,Referral,Sports,Hindi
2.2,36,2,6,20,Reject,BCA,Mumbai,Indeed,Photography,English
10.27,55,6,8,67,Hold,M.Tech,Kolkata,LinkedIn,Travel,French
4.37,85,6,2,48,Reject,M.Tech,Bangalore,Website,Sports,Spanish
10.71,40,5,9,51,Hold,B.Sc,Kolkata,Campus,Sports,English
0.33,58,3,5,38,Reject,B.Tech,Hyderabad,LinkedIn,Reading,French
1.02,32,1,9,35,Reject,M.Tech,Kolkata,LinkedIn,Sports,German
11.78,24,3,8,38,Reject,MBA,Pune,Campus,Music,Hindi
7.31,82,4,4,56,Hold,BCA,Delhi,Referral,Photography,French
5.01,87,3,1,55,Hold,M.Tech,Pune,Indeed,Sports,French
2.03,73,9,4,59,Hold,MBA,Kolkata,Campus,Travel,English
7.8,29,2,9,41,Reject,B.Tech,Hyderabad,Referral,Music,English
0.44,45,2,8,36,Reject,B.Tech,Kolkata,LinkedIn,Music,Spanish
3.74,41,5,10,52,Hold,B.Sc,Kolkata,Referral,Travel,English
3.88,54,3,9,52,Hold,MBA,Chennai,Indeed,Reading,Hindi
7.29,43,8,5,46,Reject,MCA,Hyderabad,Indeed,Gaming,English
7.81,40,2,5,38,Reject,B.Tech,Chennai,Website,Sports,French
10.15,69,8,7,75,Hire,MBA,Hyderabad,Indeed,Music,Hindi
11.13,72,4,1,59,Hold,MBA,Mumbai,Referral,Travel,Hindi
7.93,59,7,4,37,Reject,B.Tech,Pune,Website,Reading,French
6.94,22,10,4,39,Reject,M.Tech,Pune,Website,Reading,Hindi
4.78,69,9,10,79,Hire,BCA,Pune,Referral,Photography,French
11.6,40,8,6,51,Hold,M.Tech,Pune,LinkedIn,Travel,French
1.85,26,3,1,20,Reject,B.Tech,Pune,Campus,Travel,English
10.74,89,10,4,74,Hire,B.Tech,Mumbai,Campus,Sports,Spanish
3.73,51,6,4,45,Reject,B.Sc,Kolkata,Indeed,Sports,French
6.58,23,3,5,28,Reject,M.Tech,Bangalore,Indeed,Sports,English
8.18,51,8,6,55,Hold,M.Tech,Bangalore,Website,Photography,German
2.84,31,6,6,45,Reject,B.Tech,Hyderabad,Indeed,Gaming,Spanish
2.01,41,5,3,26,Reject,B.Sc,Pune,Referral,Gaming,English
6.1,61,10,9,67,Hold,MBA,Chennai,LinkedIn,Sports,French
9.5,21,8,1,32,Reject,MCA,Hyderabad,Campus,Travel,Spanish
8.31,78,4,2,59,Hold,BCA,Hyderabad,LinkedIn,Sports,French
1.43,42,6,10,58,Hold,B.Sc,Chennai,Website,Sports,German
10.81,62,5,5,57,Hold,B.Sc,Kolkata,Referral,Photography,German
5.76,28,7,7,41,Reject,MBA,Kolkata,LinkedIn,Gaming,German
11.36,40,7,1,40,Reject,M.Tech,Hyderabad,Campus,Reading,English
6.64,90,6,6,61,Hold,BCA,Mumbai,Website,Music,French
1.02,74,1,8,58,Hold,MCA,Bangalore,LinkedIn,Music,English
2.43,71,9,10,66,Hold,B.Sc,Hyderabad,Website,Reading,Spanish
10.25,34,3,5,46,Reject,B.Tech,Bangalore,Website,Sports,German
8.47,96,5,4,77,Hire,BCA,Kolkata,Website,Photography,French
10.74,22,3,6,33,Reject,B.Sc,Pune,Website,Sports,Spanish
3.95,82,9,2,61,Hold,BCA,Mumbai,Website,Gaming,French
6.34,95,6,6,75,Hire,B.Sc,Bangalore,LinkedIn,Reading,English
7.8,47,7,8,56,Hold,BCA,Delhi,Website,Reading,French
7.13,27,6,8,41,Reject,B.Sc,Mumbai,Referral,Sports,Hindi
2.78,61,1,1,25,Reject,B.Sc,Delhi,Indeed,Travel,French
5.12,41,9,7,53,Hold,BCA,Hyderabad,Indeed,Travel,Hindi
2.98,63,10,2,52,Hold,BCA,Bangalore,LinkedIn,Reading,German
10.15,39,6,7,51,Hold,MCA,Chennai,Referral,Photography,German
11.84,99,6,5,76,Hire,M.Tech,Chennai,Campus,Sports,German
0.8,93,10,1,72,Hire,MBA,Bangalore,Indeed,Photography,English
8.57,58,3,1,42,Reject,BCA,Chennai,Referral,Travel,English
3.96,58,2,3,39,Reject,M.Tech,Pune,Campus,Gaming,French
7.51,63,1,1,37,Reject,MCA,Chennai,Referral,Gaming,Hindi
3.1,29,1,4,27,Reject,MCA,Delhi,Referral,Gaming,French
7.81,21,7,8,46,Reject,MCA,Delhi,LinkedIn,Gaming,English
4.45,37,10,2,35,Reject,MBA,Chennai,Website,Gaming,German
3.54,34,10,1,45,Reject,MCA,Delhi,Campus,Travel,Hindi
10.94,77,5,5,65,Hold,B.Tech,Chennai,Indeed,Sports,Spanish
11.31,39,1,3,34,Reject,BCA,Pune,Indeed,Reading,Hindi
7.36,61,1,10,52,Hold,MCA,Pune,LinkedIn,Reading,English
2.57,62,10,8,70,Hire,B.Tech,Delhi,LinkedIn,Photography,French
11.27,98,1,6,69,Hold,MBA,Chennai,Referral,Travel,Spanish
9.01,61,2,7,65,Hold,MBA,Hyderabad,Referral,Gaming,Hindi
9.01,100,1,9,74,Hire,B.Tech,Kolkata,Campus,Sports,English
2.54,42,4,5,53,Hold,MBA,Hyderabad,Referral,Reading,Spanish
9.96,59,5,10,67,Hold,MBA,Kolkata,Referral,Photography,Hindi
2.88,27,5,9,36,Reject,B.Tech,Delhi,Website,Sports,French
7.58,48,5,7,56,Hold,BCA,Delhi,LinkedIn,Music,English
8.53,51,7,9,60,Hold,B.Sc,Pune,Campus,Music,French
8.91,23,7,10,55,Hold,MBA,Bangalore,Referral,Photography,Hindi
4.68,96,6,1,57,Hold,M.Tech,Hyderabad,Website,Music,Spanish
9.12,34,2,4,40,Reject,MCA,Hyderabad,Campus,Reading,French
10.84,87,7,1,64,Hold,MBA,Hyderabad,LinkedIn,Reading,Spanish
7.05,75,9,9,84,Hire,M.Tech,Delhi,Indeed,Gaming,French
1.08,88,2,6,55,Hold,M.Tech,Pune,Referral,Sports,English
